"Date","Price","Open","High","Low","Change %"
"06/08/2020","2.2568","2.2551","2.2575","2.2451","0.13%"
"06/05/2020","2.254","2.2626","2.2669","2.2527","-0.33%"
"06/04/2020","2.2614","2.2732","2.2761","2.2555","-0.63%"
"06/03/2020","2.2759","2.2468","2.2868","2.2268","0.94%"
"06/02/2020","2.2547","2.241","2.2558","2.2388","0.60%"
"06/01/2020","2.2413","2.2628","2.2671","2.2355","-1.03%"
"05/29/2020","2.2647","2.2278","2.2745","2.2267","1.56%"
"05/28/2020","2.2298","2.231","2.2495","2.2219","-0.15%"
"05/27/2020","2.2333","2.2505","2.2535","2.2318","-0.50%"
"05/26/2020","2.2444","2.2874","2.3004","2.2394","-2.03%"
"05/25/2020","2.2911","2.2715","2.2977","2.2694","0.72%"
"05/22/2020","2.2748","2.2963","2.302","2.2704","-0.63%"
"05/21/2020","2.2891","2.2703","2.2999","2.2681","0.89%"
"05/20/2020","2.2689","2.2742","2.2792","2.2679","-0.50%"
"05/19/2020","2.2803","2.3092","2.3232","2.2799","-1.34%"
"05/18/2020","2.3113","2.3113","2.3175","2.3099","0.16%"
"05/15/2020","2.3076","2.321","2.3277","2.2901","-0.48%"
"05/14/2020","2.3186","2.3057","2.3299","2.3049","0.80%"
"05/13/2020","2.3003","2.3205","2.3206","2.2975","-0.80%"
"05/12/2020","2.3188","2.3262","2.3272","2.3135","-0.28%"
"05/11/2020","2.3253","2.3216","2.3259","2.3175","0.68%"
"05/08/2020","2.3095","2.2886","2.3192","2.2864","0.24%"
"05/07/2020","2.304","2.2946","2.3167","2.2906","0.48%"
"05/06/2020","2.2931","2.3198","2.3319","2.2902","-0.82%"
"05/05/2020","2.3121","2.3364","2.3474","2.3049","-1.11%"
"05/04/2020","2.338","2.3568","2.3668","2.3345","-0.88%"
"05/01/2020","2.3588","2.3459","2.3673","2.3288","0.62%"
"04/30/2020","2.3442","2.3289","2.3494","2.3212","0.89%"
"04/29/2020","2.3236","2.3541","2.3645","2.3208","-0.85%"
"04/28/2020","2.3436","2.3431","2.3555","2.3383","-0.18%"
"04/27/2020","2.3479","2.335","2.3894","2.3305","0.44%"
"04/24/2020","2.3376","2.3418","2.3557","2.3258","-0.09%"
"04/23/2020","2.3398","2.3614","2.3693","2.327","-1.10%"
"04/22/2020","2.3657","2.3623","2.3831","2.3416","0.21%"
"04/21/2020","2.3608","2.3896","2.396","2.347","-0.58%"
"04/20/2020","2.3745","2.3822","2.3902","2.3744","-0.34%"
"04/17/2020","2.3826","2.3804","2.4001","2.3685","-0.13%"
"04/16/2020","2.3857","2.4057","2.4222","2.3802","-0.74%"
"04/15/2020","2.4035","2.3677","2.4079","2.3674","1.20%"
"04/14/2020","2.375","2.3761","2.3852","2.3733","0.11%"
"04/13/2020","2.3723","2.4154","2.4154","2.3591","-1.76%"
"04/10/2020","2.4147","2.3891","2.4148","2.3887","1.45%"
"04/09/2020","2.3803","2.3949","2.399","2.3801","-0.34%"
"04/08/2020","2.3884","2.3716","2.3941","2.3638","0.95%"
"04/07/2020","2.366","2.3868","2.3889","2.3564","-0.84%"
"04/06/2020","2.386","2.3812","2.3888","2.3803","0.08%"
"04/03/2020","2.384","2.4058","2.4314","2.3762","-1.20%"
"04/02/2020","2.4128","2.4251","2.435","2.3989","-0.45%"
"04/01/2020","2.4238","2.4159","2.4283","2.412","0.56%"
"03/31/2020","2.4104","2.4023","2.4108","2.3976","0.38%"
"03/30/2020","2.4012","2.4225","2.4301","2.3957","-0.88%"
"03/27/2020","2.4225","2.4144","2.4247","2.4137","0.31%"
"03/26/2020","2.4151","2.3854","2.4162","2.3833","1.13%"
"03/25/2020","2.3881","2.3863","2.39","2.3703","0.13%"
"03/24/2020","2.3851","2.369","2.3908","2.3563","0.88%"
"03/23/2020","2.3642","2.3894","2.3928","2.3603","-0.99%"
"03/20/2020","2.3878","2.3766","2.3996","2.3693","0.25%"
"03/19/2020","2.3819","2.3805","2.3843","2.3781","0.06%"
"03/18/2020","2.3805","2.4203","2.4288","2.3758","-1.67%"
"03/17/2020","2.4209","2.4461","2.4589","2.4084","-1.28%"
"03/16/2020","2.4523","2.4687","2.4748","2.4481","-0.66%"
"03/13/2020","2.4686","2.4658","2.4688","2.4592","0.41%"
"03/12/2020","2.4586","2.445","2.4631","2.4413","0.40%"
"03/11/2020","2.4487","2.4727","2.4842","2.4325","-0.44%"
"03/10/2020","2.4597","2.4472","2.4728","2.4383","0.67%"
"03/09/2020","2.4433","2.4209","2.4498","2.419","1.05%"
"03/06/2020","2.418","2.3915","2.4227","2.3774","0.91%"
"03/05/2020","2.3961","2.3998","2.4029","2.3733","0.16%"
"03/04/2020","2.3924","2.3849","2.3944","2.3771","0.61%"
"03/03/2020","2.3779","2.3619","2.3925","2.3573","0.56%"
"03/02/2020","2.3645","2.3772","2.3845","2.3587","-0.23%"
"02/28/2020","2.3701","2.3806","2.388","2.3486","-0.54%"
"02/27/2020","2.3829","2.3923","2.3996","2.3761","-0.21%"
"02/26/2020","2.388","2.3876","2.3934","2.3661","0.42%"
"02/25/2020","2.3779","2.4103","2.4136","2.3722","-1.52%"
"02/24/2020","2.4146","2.3725","2.4202","2.367","1.78%"
"02/21/2020","2.3724","2.3814","2.3936","2.3569","-0.15%"
"02/20/2020","2.3759","2.3882","2.4014","2.3646","-0.27%"
"02/19/2020","2.3824","2.398","2.4081","2.373","-0.42%"
"02/18/2020","2.3923","2.3797","2.4106","2.3792","0.49%"
"02/17/2020","2.3806","2.3845","2.3993","2.3687","-0.16%"
"02/14/2020","2.3843","2.4066","2.4149","2.3728","-0.96%"
"02/13/2020","2.4074","2.4143","2.4253","2.4019","0.04%"
"02/12/2020","2.4065","2.3952","2.4075","2.3925","0.35%"
"02/11/2020","2.3981","2.402","2.4208","2.3935","-0.34%"
"02/10/2020","2.4063","2.3835","2.4152","2.3817","1.16%"
"02/07/2020","2.3786","2.3582","2.3844","2.3489","0.96%"
"02/06/2020","2.3561","2.3554","2.3694","2.3547","0.10%"
"02/05/2020","2.3538","2.315","2.3594","2.2853","1.49%"
"02/04/2020","2.3192","2.3363","2.3401","2.3028","-0.83%"
"02/03/2020","2.3386","2.3521","2.3531","2.3125","-0.67%"
"01/31/2020","2.3544","2.3523","2.3592","2.3512","-0.10%"
"01/30/2020","2.3567","2.3517","2.3605","2.339","0.26%"
"01/29/2020","2.3506","2.3485","2.3632","2.347","0.24%"
"01/28/2020","2.3451","2.3271","2.3559","2.3172","0.83%"
"01/27/2020","2.3258","2.3334","2.3443","2.3208","-0.46%"
"01/24/2020","2.3366","2.3038","2.3445","2.302","1.44%"
"01/23/2020","2.3034","2.3332","2.3411","2.3028","-1.14%"
"01/22/2020","2.3298","2.3352","2.3393","2.3192","-0.28%"
"01/21/2020","2.3364","2.3558","2.3559","2.3327","-0.39%"
"01/20/2020","2.3456","2.3477","2.3605","2.3424","0.26%"
"01/17/2020","2.3394","2.319","2.3436","2.3133","1.00%"
"01/16/2020","2.3164","2.3086","2.3221","2.303","0.45%"
"01/15/2020","2.3059","2.3024","2.3148","2.2998","0.26%"
"01/14/2020","2.3","2.2976","2.3006","2.2772","-0.22%"
"01/13/2020","2.3052","2.316","2.317","2.2928","-0.09%"
"01/10/2020","2.3072","2.3046","2.3091","2.3026","0.25%"
"01/09/2020","2.3014","2.2825","2.3066","2.2666","0.61%"
"01/08/2020","2.2874","2.2826","2.3005","2.2618","0.27%"
"01/07/2020","2.2812","2.2292","2.2843","2.2224","2.34%"
"01/06/2020","2.2292","2.2292","2.2365","2.2243","0.42%"
"01/03/2020","2.2199","2.2082","2.2258","2.2007","0.95%"
"01/02/2020","2.1991","2.2042","2.2121","2.19","-0.46%"
"01/01/2020","2.2092","2.2044","2.2276","2.1991","0.00%"
