"Date","Price","Open","High","Low","Change %"
"06/09/2020","4.892","4.9068","4.9098","4.8867","-0.21%"
"06/08/2020","4.9023","4.8558","4.9094","4.8477","0.92%"
"06/05/2020","4.8576","4.8666","4.88","4.8533","-0.12%"
"06/04/2020","4.8633","4.833","4.8735","4.8251","0.64%"
"06/03/2020","4.8324","4.8353","4.8459","4.8241","-0.11%"
"06/02/2020","4.8379","4.8346","4.8414","4.831","0.07%"
"06/01/2020","4.8347","4.8114","4.842","4.807","0.62%"
"05/29/2020","4.8047","4.8062","4.8272","4.7939","-0.10%"
"05/28/2020","4.8097","4.826","4.831","4.7968","-0.39%"
"05/27/2020","4.8287","4.8444","4.8542","4.8248","-0.40%"
"05/26/2020","4.8483","4.8298","4.8616","4.8054","0.28%"
"05/25/2020","4.8348","4.8378","4.8516","4.8144","-0.10%"
"05/22/2020","4.8394","4.8297","4.8536","4.8158","0.24%"
"05/21/2020","4.8279","4.8169","4.8376","4.7918","0.24%"
"05/20/2020","4.8164","4.8171","4.82","4.8076","-0.12%"
"05/19/2020","4.8221","4.8548","4.8553","4.8061","-0.47%"
"05/18/2020","4.8449","4.8418","4.8452","4.8258","-0.02%"
"05/15/2020","4.8459","4.8396","4.863","4.8371","0.05%"
"05/14/2020","4.8434","4.8589","4.8773","4.8422","-0.29%"
"05/13/2020","4.8574","4.861","4.8621","4.8542","0.03%"
"05/12/2020","4.856","4.8567","4.8735","4.8536","0.15%"
"05/11/2020","4.8489","4.8549","4.8593","4.8335","-0.13%"
"05/08/2020","4.8554","4.8688","4.8694","4.8502","-0.26%"
"05/07/2020","4.8681","4.8712","4.8787","4.8545","-0.09%"
"05/06/2020","4.8725","4.8536","4.8822","4.8427","0.31%"
"05/05/2020","4.8575","4.8794","4.8914","4.8557","-0.44%"
"05/04/2020","4.879","4.8853","4.8878","4.8772","-0.11%"
"05/01/2020","4.8843","4.8915","4.8918","4.8818","-0.17%"
"04/30/2020","4.8926","4.9345","4.9363","4.8792","-0.79%"
"04/29/2020","4.9317","4.9326","4.9372","4.9282","-0.09%"
"04/28/2020","4.9361","4.9602","4.9772","4.9294","-0.36%"
"04/27/2020","4.954","4.9631","4.9705","4.9393","-0.17%"
"04/24/2020","4.9627","4.9525","4.9747","4.9454","0.16%"
"04/23/2020","4.9549","4.9181","4.9566","4.9152","0.86%"
"04/22/2020","4.9126","4.9336","4.9346","4.9058","-0.36%"
"04/21/2020","4.9303","4.897","4.9374","4.8892","0.76%"
"04/20/2020","4.893","4.8811","4.8981","4.8762","0.25%"
"04/17/2020","4.881","4.8919","4.9073","4.875","-0.30%"
"04/16/2020","4.8956","4.8863","4.9169","4.8823","0.35%"
"04/15/2020","4.8784","4.8508","4.8815","4.8502","0.55%"
"04/14/2020","4.8517","4.8493","4.8615","4.8411","0.23%"
"04/13/2020","4.8407","4.8358","4.846","4.829","0.04%"
"04/10/2020","4.8389","4.8159","4.8527","4.8155","0.71%"
"04/09/2020","4.8046","4.8329","4.8434","4.7947","-0.70%"
"04/08/2020","4.8384","4.8052","4.8546","4.7927","0.80%"
"04/07/2020","4.7998","4.8108","4.83","4.7965","-0.32%"
"04/06/2020","4.8155","4.8023","4.8193","4.8","0.24%"
"04/03/2020","4.8037","4.8143","4.8183","4.7965","-0.15%"
"04/02/2020","4.8108","4.8159","4.8261","4.8045","0.08%"
"04/01/2020","4.8069","4.8145","4.8155","4.7988","-0.29%"
"03/31/2020","4.8208","4.7909","4.8394","4.775","0.68%"
"03/30/2020","4.7884","4.7906","4.8017","4.7816","-0.03%"
"03/27/2020","4.7899","4.7746","4.79","4.7712","0.37%"
"03/26/2020","4.7722","4.7668","4.7848","4.7641","-0.04%"
"03/25/2020","4.774","4.788","4.7895","4.7633","-0.33%"
"03/24/2020","4.7899","4.8095","4.8282","4.7786","-0.29%"
"03/23/2020","4.8041","4.8025","4.8145","4.7973","0.04%"
"03/20/2020","4.8021","4.8021","4.8023","4.7927","0.07%"
"03/19/2020","4.7986","4.8223","4.8322","4.7973","-0.43%"
"03/18/2020","4.8192","4.8464","4.8557","4.8144","-0.56%"
"03/17/2020","4.8462","4.8406","4.8515","4.8402","0.11%"
"03/16/2020","4.8407","4.8318","4.8425","4.8253","0.07%"
"03/13/2020","4.8371","4.842","4.8558","4.832","-0.14%"
"03/12/2020","4.8439","4.8286","4.8473","4.8189","0.33%"
"03/11/2020","4.8279","4.8175","4.843","4.8128","0.23%"
"03/10/2020","4.8168","4.8495","4.8607","4.8024","-0.59%"
"03/09/2020","4.8455","4.8097","4.8473","4.7992","0.71%"
"03/06/2020","4.8112","4.7392","4.8191","4.7269","1.23%"
"03/05/2020","4.7527","4.7591","4.7628","4.7494","-0.09%"
"03/04/2020","4.7571","4.776","4.7809","4.7479","-0.34%"
"03/03/2020","4.7734","4.7706","4.7751","4.7671","-0.07%"
"03/02/2020","4.777","4.8155","4.8174","4.7756","-0.89%"
"02/28/2020","4.8198","4.8126","4.8266","4.8097","-0.07%"
"02/27/2020","4.8231","4.8499","4.8568","4.8183","-0.45%"
"02/26/2020","4.8448","4.8227","4.8552","4.8135","0.59%"
"02/25/2020","4.8163","4.8021","4.8267","4.8","0.35%"
"02/24/2020","4.7994","4.798","4.806","4.7978","-0.13%"
"02/21/2020","4.8058","4.7859","4.8251","4.7776","0.56%"
"02/20/2020","4.779","4.7679","4.7835","4.7669","0.32%"
"02/19/2020","4.7636","4.7168","4.7728","4.7146","0.90%"
"02/18/2020","4.7211","4.7369","4.737","4.7015","-0.26%"
"02/17/2020","4.7334","4.6771","4.7448","4.6747","1.01%"
"02/14/2020","4.6862","4.6725","4.6936","4.6533","0.20%"
"02/13/2020","4.677","4.6504","4.6799","4.6419","0.59%"
"02/12/2020","4.6494","4.6335","4.6496","4.6013","0.52%"
"02/11/2020","4.6254","4.6052","4.6277","4.6023","0.50%"
"02/10/2020","4.6024","4.6065","4.6235","4.5927","-0.09%"
"02/07/2020","4.6064","4.5877","4.6067","4.5594","0.38%"
"02/06/2020","4.5888","4.5671","4.5973","4.549","0.24%"
"02/05/2020","4.5778","4.5841","4.5931","4.5762","-0.12%"
"02/04/2020","4.5832","4.5514","4.5852","4.5481","0.69%"
"02/03/2020","4.5516","4.5406","4.5562","4.5393","0.18%"
"01/31/2020","4.5434","4.5428","4.5495","4.5412","-0.11%"
"01/30/2020","4.5485","4.5702","4.5823","4.5235","-0.53%"
"01/29/2020","4.5725","4.5701","4.5772","4.5662","0.11%"
"01/28/2020","4.5674","4.5659","4.5724","4.5581","0.18%"
"01/27/2020","4.5591","4.5561","4.5722","4.5495","0.11%"
"01/24/2020","4.5542","4.5649","4.573","4.5481","-0.12%"
"01/23/2020","4.5597","4.5646","4.5756","4.5523","0.11%"
"01/22/2020","4.5545","4.5557","4.5596","4.5452","0.03%"
"01/21/2020","4.553","4.5848","4.601","4.5529","-0.63%"
"01/20/2020","4.5819","4.5797","4.6065","4.5766","-0.13%"
"01/17/2020","4.5878","4.6157","4.6168","4.5725","-0.52%"
"01/16/2020","4.6117","4.6064","4.6137","4.6008","0.03%"
"01/15/2020","4.6103","4.5803","4.626","4.5785","0.48%"
"01/14/2020","4.5885","4.5639","4.5981","4.5579","0.37%"
"01/13/2020","4.5714","4.5895","4.5988","4.5664","-0.19%"
"01/10/2020","4.5799","4.5944","4.5963","4.5741","-0.29%"
"01/09/2020","4.5931","4.5833","4.5941","4.5778","0.19%"
"01/08/2020","4.5846","4.5939","4.6036","4.5779","0.05%"
"01/07/2020","4.5825","4.5909","4.5964","4.5789","-0.16%"
"01/06/2020","4.5901","4.5746","4.6011","4.5701","0.49%"
"01/03/2020","4.5676","4.5497","4.5752","4.5477","0.36%"
"01/02/2020","4.5512","4.5053","4.5678","4.5022","0.90%"
"01/01/2020","4.5106","4.5176","4.5299","4.5049","0.00%"
